Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.05373437,0.249607535,0.249607535,159,637,637,?a
?a  <hasGender>  <Female>  ?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.021290977,0.212837838,0.212837838,63,296,296,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.052382562,0.224963716,0.230654762,155,689,672,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.035147009,0.281081081,0.281081081,104,370,370,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.035147009,0.370106762,0.370106762,104,281,281,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.016221697,0.3,0.3,48,160,160,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.010814464,0.551724138,0.551724138,32,58,58,?a
?a  <hasGender>  <Female>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.020615073,0.1747851,0.179941003,61,349,339,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.018249409,0.253521127,0.254716981,54,213,212,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.01520784,0.483870968,0.483870968,45,93,93,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.025008449,0.532374101,0.532374101,74,139,139,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.018925313,0.314606742,0.314606742,56,178,178,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.023318689,0.255555556,0.255555556,69,270,270,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.012504224,0.415730337,0.415730337,37,89,89,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.014531936,0.565789474,0.565789474,43,76,76,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.031429537,0.528409091,0.528409091,93,176,176,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.045961473,0.326139089,0.326139089,136,417,417,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.034133153,0.255050505,0.255696203,101,396,395,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.014531936,0.286666667,0.288590604,43,150,149,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.01182832,0.555555556,0.555555556,35,63,63,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.01351808,0.634920635,0.634920635,40,63,63,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.020953025,0.704545455,0.704545455,62,88,88,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.044947617,0.517509728,0.517509728,133,257,257,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.014531936,0.551282051,0.551282051,43,78,78,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.015545792,0.220095694,0.220095694,46,209,209,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.015545792,0.333333333,0.333333333,46,138,138,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.016221697,0.48,0.489795918,48,100,98,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.017573505,0.547368421,0.547368421,52,95,95,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.06725245,0.34017094,0.34017094,199,585,585,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.015545792,0.228855721,0.228855721,46,201,201,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.034133153,0.216738197,0.216738197,101,466,466,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.026698209,0.3640553,0.3640553,79,217,217,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.029739777,0.223350254,0.223350254,88,394,394,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.046637377,0.5390625,0.5390625,138,256,256,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.020615073,0.54954955,0.54954955,61,111,111,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.029063873,0.320895522,0.320895522,86,268,268,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.024332545,0.529411765,0.529411765,72,136,136,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.017911457,0.726027397,0.726027397,53,73,73,?a
?a  <hasRace>  <Caucasian>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.028725921,0.180851064,0.184381779,85,470,461,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.066576546,0.215300546,0.215300546,197,915,915,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.022642785,0.507575758,0.507575758,67,132,132,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.010476512,0.516666667,0.516666667,31,60,60,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.012504224,0.286821705,0.286821705,37,129,129,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.030077729,0.421800948,0.421800948,89,211,211,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.022642785,0.482014388,0.492647059,67,139,136,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.033795201,0.328947368,0.328947368,100,304,304,?a
?a  <hasStage>  <IIIB>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.010814464,0.62745098,0.62745098,32,51,51,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.026022305,0.506578947,0.506578947,77,152,152,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.015545792,0.386554622,0.389830508,46,119,118,?a
?a  <hasRace>  <Caucasian>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.033119297,0.165261383,0.170138889,98,593,576,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.021290977,0.642857143,0.642857143,63,98,98,?a
?a  <hasRace>  <Caucasian>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.026360257,0.257425743,0.261744966,78,303,298,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.030077729,0.536144578,0.536144578,89,166,166,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.028387969,0.368421053,0.370044053,84,228,227,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.010814464,0.376470588,0.376470588,32,85,85,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.065224738,0.317434211,0.317434211,193,608,608,?a
?a  <hasOncologicalTreatment>  ?d  ?d  <subClassOf>  <oncologicalTreatment>   => ?a  <hasToxicity>  <Analyticals>,0.016806936,0.546280992,0.546280992,661,1210,1210,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016559649,0.262032086,0.26344086,49,187,186,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.406593407,0.415730337,37,91,89,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.023656641,0.179028133,0.186666667,70,391,375,?a
?a  <hasToxicity>  <General>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.015883745,0.431192661,0.435185185,47,109,108,?a
?a  <hasStage>  ?d  ?d  <subClassOf>  <III>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.055086178,0.405472637,0.409547739,163,402,398,?a
?a  <hasBio>  ?d  ?d  <subClassOf>  <Biomarker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>,0.01013856,0.126582278,0.12987013,30,237,231,?a
?a  <hasToxicity>  <Analytcal_hepatica>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.2890625,0.2890625,37,128,128,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radical>,0.022980737,0.285714286,0.291845494,68,238,233,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasOncologicalTreatment>  <Radical>,0.018587361,0.426356589,0.426356589,55,129,129,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016559649,0.35,0.352517986,49,140,139,?a
?a  <hasToxicity>  <Gastrointestinal>  ?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radical>,0.01351808,0.296296296,0.298507463,40,135,134,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radical>,0.022642785,0.287553648,0.287553648,67,233,233,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016221697,0.290909091,0.294478528,48,165,163,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.276119403,0.282442748,37,134,131,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012842176,0.308943089,0.308943089,38,123,123,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012166272,0.297520661,0.297520661,36,121,121,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.014193984,0.471910112,0.471910112,42,89,89,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.013856032,0.292857143,0.297101449,41,140,138,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.018925313,0.293193717,0.293193717,56,191,191,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.031091585,0.283076923,0.286604361,92,325,321,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.056437986,0.292469352,0.292469352,167,571,571,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Radical>,0.052382562,0.283882784,0.288640596,155,546,537,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.303278689,0.308333333,37,122,120,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012166272,0.305084746,0.305084746,36,118,118,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.018587361,0.381944444,0.384615385,55,144,143,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.019939169,0.287804878,0.290640394,59,205,203,?a
?a  <hasToxicity>  <Analyticals>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.038526529,0.410071942,0.413043478,114,278,276,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.010814464,0.31372549,0.31372549,32,102,102,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Radical>,0.021966881,0.323383085,0.323383085,65,201,201,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.030753633,0.262247839,0.268436578,91,347,339,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.020615073,0.266375546,0.272321429,61,229,224,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.014869888,0.427184466,0.427184466,44,103,103,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016221697,0.360902256,0.360902256,48,133,133,?a
?a  <hasToxicity>  <Allergy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.015545792,0.383333333,0.383333333,46,120,120,?a
?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016221697,0.274285714,0.280701754,48,175,171,?a
?a  <hasToxicity>  <Analyticals>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Radical>,0.013856032,0.299270073,0.303703704,41,137,135,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.01520784,0.473684211,0.478723404,45,95,94,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.022304833,0.264,0.265060241,66,250,249,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalTreatment>  <Radical>,0.023994593,0.33490566,0.33490566,71,212,212,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalTreatment>  <Radical>,0.025008449,0.443113772,0.443113772,74,167,167,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.32173913,0.32173913,37,115,115,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalTreatment>  <Radical>,0.01351808,0.294117647,0.294117647,40,136,136,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radical>,0.056437986,0.257716049,0.262166405,167,648,637,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.034133153,0.292753623,0.295321637,101,345,342,?a
?a  <hasToxicity>  <Gastrointestinal>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.024670497,0.439759036,0.439759036,73,166,166,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012842176,0.31147541,0.316666667,38,122,120,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.035484961,0.300859599,0.300859599,105,349,349,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.014193984,0.432989691,0.4375,42,97,96,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.012504224,0.451219512,0.4625,37,82,80,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.035484961,0.278514589,0.28150134,105,377,373,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.023318689,0.334951456,0.336585366,69,206,205,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.040892193,0.421602787,0.426056338,121,287,284,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.016221697,0.424778761,0.428571429,48,113,112,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.036498817,0.440816327,0.440816327,108,245,245,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radical>,0.019939169,0.297979798,0.304123711,59,198,194,?a
?a  <hasRace>  <Caucasian>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.046299425,0.398255814,0.402941176,137,344,340,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.027374113,0.686440678,0.686440678,81,118,118,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.029401825,0.5,0.5,87,174,174,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.047989186,0.539923954,0.539923954,142,263,263,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.025346401,0.416666667,0.423728814,75,180,177,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Radical>,0.013180128,0.327731092,0.327731092,39,119,119,?a
?a  <hasToxicity>  <Pneumological>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Radical>,0.01182832,0.5,0.507246377,35,70,69,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.017235553,0.455357143,0.455357143,51,112,112,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radical>,0.046637377,0.420731707,0.420731707,138,328,328,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Endocrinas>   => ?a  <hasOncologicalTreatment>  <Radical>,0.015883745,0.286585366,0.290123457,47,164,162,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Radical>,0.041906049,0.360465116,0.361516035,124,344,343,?a
